NAME,the_geom,URL,LINE,
110 ST-CATHEDRL,POINT (-73.96684700014322 40.803967333016914),http://www.mta.info/nyct/subway/index.html,1,
Central Ave,POINT (-73.9272429982954 40.69787333339047),http://www.mta.info/nyct/subway/index.html,M,
110 ST-CPN,POINT (-73.95182200107378 40.79907533284112),http://www.mta.info/nyct/subway/index.html,2-3,
Chambers St,POINT (-74.0085847360681 40.714111334148996),http://www.mta.info/nyct/subway/index.html,ACE23,
Chambers St,POINT (-74.00926600172447 40.71547833317367),http://www.mta.info/nyct/subway/index.html,1-2-3,
Chambers St,POINT (-74.00340673089009 40.7132341227328),http://www.mta.info/nyct/subway/index.html,JZ456,
Chauncey St,POINT (-73.91038356930946 40.682851634494526),http://www.mta.info/nyct/subway/index.html,J-Z,
CHRISTOPHER ST,POINT (-74.002905998897 40.73342233397504),http://www.mta.info/nyct/subway/index.html,1,
Church Ave,POINT (-73.97972116167199 40.64427233346608),http://www.mta.info/nyct/subway/index.html,F-G,
Church Ave,POINT (-73.96288246144869 40.6504935798757),http://www.mta.info/nyct/subway/index.html,B-Q,
Church Ave,POINT (-73.94945514032199 40.65086102070915),http://www.mta.info/nyct/subway/index.html,2-5,
City Hall,POINT (-74.00698581794778 40.713272664531246),http://www.mta.info/nyct/subway/index.html,R,
Clark St,POINT (-73.99308599832662 40.69746633298482),http://www.mta.info/nyct/subway/index.html,2-3,
Classon Ave,POINT (-73.95999000126959 40.68888933367643),http://www.mta.info/nyct/subway/index.html,G,
Cleveland St,POINT (-73.8851940012429 40.679778332299975),http://www.mta.info/nyct/subway/index.html,J,
CLINTON-WASH AV,POINT (-73.96679599830863 40.688094334588634),http://www.mta.info/nyct/subway/index.html,G,
CLINTON-WASH AV,POINT (-73.96583799868554 40.683263332875605),http://www.mta.info/nyct/subway/index.html,C,
STILLWELL AVE,POINT (-73.98123599855974 40.57728133344397),http://www.mta.info/nyct/subway/index.html,D-F-N-Q,
Cortelyou Road,POINT (-73.96379005494865 40.640940498719964),http://www.mta.info/nyct/subway/index.html,B-Q,
CORTLANDT ST,POINT (-74.0111319648397 40.710513317670305),http://www.mta.info/nyct/subway/index.html,R,
Cortlandt St (Temporarily Closed),POINT (-74.01218800069755 40.71183533452517),http://www.mta.info/nyct/subway/index.html,1,
Court St,POINT (-73.99181830913483 40.694196814120716),http://www.mta.info/nyct/subway/index.html,N-R,
Crescent St,POINT (-73.87392925190409 40.68315299047885),http://www.mta.info/nyct/subway/index.html,J-Z,
CROWN HTS-UTICA,POINT (-73.93293256066349 40.66897864436661),http://www.mta.info/nyct/subway/index.html,3-4,
Cypress Ave,POINT (-73.91404199941688 40.80536833435186),http://www.mta.info/nyct/subway/index.html,6,
Cypress Hills,POINT (-73.87332199828757 40.689616334196266),http://www.mta.info/nyct/subway/index.html,J,
DeKalb Ave,POINT (-73.98182400036215 40.69063500033928),http://www.mta.info/nyct/subway/index.html,B-D-N-Q-R,
DeKalb Ave,POINT (-73.91823200153044 40.70369333256863),http://www.mta.info/nyct/subway/index.html,L,
Delancey St,POINT (-73.98807806837901 40.718681075658196),http://www.mta.info/nyct/subway/index.html,FJMZ,
Ditmas Ave,POINT (-73.9781719999271 40.63611899980037),http://www.mta.info/nyct/subway/index.html,F,
Dyckman St,POINT (-73.92553599977501 40.86053133457367),http://www.mta.info/nyct/subway/index.html,1,
DYCKMAN-200 ST,POINT (-73.92727099913175 40.86549133254293),http://www.mta.info/nyct/subway/index.html,A,
East 105 St,POINT (-73.89954769314163 40.650469118412055),http://www.mta.info/nyct/subway/index.html,L,
E 143 ST,POINT (-73.90765699883949 40.808719334136455),http://www.mta.info/nyct/subway/index.html,6,
E 149 St,POINT (-73.90409799796717 40.812118331738084),http://www.mta.info/nyct/subway/index.html,6,
E 180 St,POINT (-73.87334609435007 40.84186337449904),http://www.mta.info/nyct/subway/index.html,2-5,
East Broadway,POINT (-73.99017700117365 40.71385533408638),http://www.mta.info/nyct/subway/index.html,F,
DYRE AVE,POINT (-73.83083400082742 40.88830033249039),http://www.mta.info/nyct/subway/index.html,5,
EASTERN PKWY,POINT (-73.96422203701749 40.672032568925616),http://www.mta.info/nyct/subway/index.html,2-3,
Elder Ave,POINT (-73.87915899781727 40.82858433457284),http://www.mta.info/nyct/subway/index.html,6,
Elmhurst Ave,POINT (-73.88203474588971 40.74237041300368),http://www.mta.info/nyct/subway/index.html,MR,
Essex St,POINT (-73.98740940233358 40.718306389085505),http://www.mta.info/nyct/subway/index.html,FJMZ,
Euclid Ave,POINT (-73.87210599994208 40.67537733193324),http://www.mta.info/nyct/subway/index.html,AC,
FAR ROCKAWAY,POINT (-73.7554049978951 40.60399533472034),http://www.mta.info/nyct/subway/index.html,A,
MAIN ST,POINT (-73.83003000183344 40.75960033237315),http://www.mta.info/nyct/subway/index.html,7,
Flushing Ave,POINT (-73.9502340005062 40.70037699951844),http://www.mta.info/nyct/subway/index.html,G,
Flushing Ave,POINT (-73.94137734825632 40.70040473673457),http://www.mta.info/nyct/subway/index.html,J-M,
Fordham Road,POINT (-73.89774900076851 40.86129633182038),http://www.mta.info/nyct/subway/index.html,B-D,
Fordham Road,POINT (-73.90103399833198 40.86280333320703),http://www.mta.info/nyct/subway/index.html,4,
Forest Ave,POINT (-73.90307499994645 40.70441233402832),http://www.mta.info/nyct/subway/index.html,M,
FOREST HILLS-71,POINT (-73.84451671920691 40.72159464293687),http://www.mta.info/nyct/subway/index.html,E-F-M-R,
Franklin Ave,POINT (-73.95809973659013 40.67076548645792),http://www.mta.info/nyct/subway/index.html,2345S,
Franklin Ave,POINT (-73.95684799980513 40.6813799997593),http://www.mta.info/nyct/subway/index.html,ACS,
Franklin Ave - Fulton St,POINT (-73.95582700108798 40.68059599942808),http://www.mta.info/nyct/subway/index.html,S,
Franklin St,POINT (-74.00688600226555 40.71931833420651),http://www.mta.info/nyct/subway/index.html,1,
Freeman St,POINT (-73.89175225285328 40.8299877799453),http://www.mta.info/nyct/subway/index.html,2-5,
Fresh Pond Road,POINT (-73.89589800086416 40.70622633198259),http://www.mta.info/nyct/subway/index.html,M,
Ft Hamilton Pky,POINT (-73.97577599885992 40.65078200098824),http://www.mta.info/nyct/subway/index.html,F-G,
Ft Hamilton Pky,POINT (-74.00535100072418 40.631386000144154),http://www.mta.info/nyct/subway/index.html,N,
Ft Hamilton Pky,POINT (-73.99420223752828 40.64091304459246),http://www.mta.info/nyct/subway/index.html,D,
Fulton St,POINT (-73.97537499873913 40.687119332657794),http://www.mta.info/nyct/subway/index.html,G,
Fulton St,POINT (-74.00657100024912 40.70941633229353),http://www.mta.info/nyct/subway/index.html,2-3,
Fulton St,POINT (-74.0079380008774 40.71002299961088),http://www.mta.info/nyct/subway/index.html,2345ACJZ,
Fulton St,POINT (-74.0095089987439 40.71036833193085),http://www.mta.info/nyct/subway/index.html,4-5,
Gates Ave,POINT (-73.92215600058701 40.68958433256818),http://www.mta.info/nyct/subway/index.html,J-Z,
Graham Ave,POINT (-73.9439439978816 40.71457633149971),http://www.mta.info/nyct/subway/index.html,L,
Grand Army Plaz,POINT (-73.97095633144298 40.67529502884244),http://www.mta.info/nyct/subway/index.html,2-3,
GRAND AV-NEWTON,POINT (-73.87722085593703 40.73681375120887),http://www.mta.info/nyct/subway/index.html,MR,
Grand Central - 42nd St,POINT (-73.97918900000734 40.75276900017257),http://www.mta.info/nyct/subway/index.html,S,
42 ST-GRD CNTRL,POINT (-73.97671329936165 40.75180776311499),http://www.mta.info/nyct/subway/index.html,4567S,
Grand Central - 42nd St,POINT (-73.9760410011979 40.75143133351694),http://www.mta.info/nyct/subway/index.html,7-7 Express,
Grand St,POINT (-73.94049699898235 40.711576333817),http://www.mta.info/nyct/subway/index.html,L,
Grand St,POINT (-73.99375299925896 40.71826733292375),http://www.mta.info/nyct/subway/index.html,B-D,
Grant Ave,POINT (-73.86504999808713 40.67704433385241),http://www.mta.info/nyct/subway/index.html,A,
86 ST,POINT (-73.97818899976669 40.592465333902624),http://www.mta.info/nyct/subway/index.html,N,
Greenpoint Ave,POINT (-73.95442500175076 40.73126733272315),http://www.mta.info/nyct/subway/index.html,G,
Gun Hill ROAD,POINT (-73.86613410422373 40.87783971871569),http://www.mta.info/nyct/subway/index.html,2-5,
Gun Hill ROAD,POINT (-73.84638400102972 40.86952633288799),http://www.mta.info/nyct/subway/index.html,5,
Halsey St,POINT (-73.90393400047114 40.69551833448191),http://www.mta.info/nyct/subway/index.html,L,
Halsey St,POINT (-73.91663888395097 40.68641560444364),http://www.mta.info/nyct/subway/index.html,J,
148 ST-LENOX,POINT (-73.93646999991873 40.82388033407589),http://www.mta.info/nyct/subway/index.html,3,
34 ST-HERALD SQ,POINT (-73.98793683324304 40.749644893078916),http://www.mta.info/nyct/subway/index.html,BDFMNQR,
Herald Sq - 34th St,POINT (-73.98777189015544 40.74978973294837),http://www.mta.info/nyct/subway/index.html,B-D-F-M,
Hewes St,POINT (-73.95348800040841 40.706890331217984),http://www.mta.info/nyct/subway/index.html,J-M,
High St,POINT (-73.99053100095567 40.69933733273785),http://www.mta.info/nyct/subway/index.html,A-C,
Houston St,POINT (-74.00536700184291 40.72825133360782),http://www.mta.info/nyct/subway/index.html,1,
HOWARD BCH-JFK,POINT (-73.83030099930434 40.660476333123206),http://www.mta.info/nyct/subway/index.html,A,
JFK HOWARD BCH,POINT (-73.83030099930434 40.660476333123206),,A,
HOYT/SCHERMER,POINT (-73.9850362399565 40.68840880947581),http://www.mta.info/nyct/subway/index.html,A-C-G,
Hoyt St,POINT (-73.98506379611653 40.69054451845209),http://www.mta.info/nyct/subway/index.html,2-3,
Hunters Pt Ave,POINT (-73.9489160011607 40.74221633326165),http://www.mta.info/nyct/subway/index.html,7,
Hunts Point Ave,POINT (-73.89054899975386 40.82094833186627),http://www.mta.info/nyct/subway/index.html,6,
INTERVALE-163,POINT (-73.8966173835841 40.82214246442492),http://www.mta.info/nyct/subway/index.html,2-5,
INWOOD-207 ST,POINT (-73.91989900076265 40.8680723332653),http://www.mta.info/nyct/subway/index.html,A,
Jackson Ave,POINT (-73.90770193853471 40.816437799808796),http://www.mta.info/nyct/subway/index.html,2-5,
ROOSEVELT AVE,POINT (-73.89129866498959 40.74654002448512),http://www.mta.info/nyct/subway/index.html,EFMR7,
JAMAICA-179 ST,POINT (-73.78381700044153 40.712645999940975),http://www.mta.info/nyct/subway/index.html,F,
JAMAICA-VAN WYC,POINT (-73.81701287026034 40.70289888659826),http://www.mta.info/nyct/subway/index.html,E,
Jamaica CENTER,POINT (-73.80109632198113 40.70206770924661),http://www.mta.info/nyct/subway/index.html,E-J-Z,
JFK JAMAICA CT1,POINT (-73.80109632198113 40.70206770924661),,E,
JAY ST-METROTEC,POINT (-73.98721815311183 40.69247097044472),http://www.mta.info/nyct/subway/index.html,A-C-F,
Jefferson St,POINT (-73.92291299953057 40.706606999359956),http://www.mta.info/nyct/subway/index.html,L,
Junction Blvd,POINT (-73.8695269997965 40.74914533273112),http://www.mta.info/nyct/subway/index.html,7,
Junius St,POINT (-73.90244864097313 40.66358933490929),http://www.mta.info/nyct/subway/index.html,3,
Kew Gardens - Union Tpke,POINT (-73.83037027017505 40.714035152937456),http://www.mta.info/nyct/subway/index.html,E-F,
KINGS HIGHWAY,POINT (-73.97235530833731 40.60325873883345),http://www.mta.info/nyct/subway/index.html,F,
KINGS HIGHWAY,POINT (-73.95760873539083 40.608638978424565),http://www.mta.info/nyct/subway/index.html,B-Q,
KINGS HIGHWAY,POINT (-73.98037300212555 40.60405933336751),http://www.mta.info/nyct/subway/index.html,N,
Kingsbridge Rd,POINT (-73.89717400101911 40.867760333744734),http://www.mta.info/nyct/subway/index.html,4,
Kingsbridge Rd,POINT (-73.89350900003097 40.86697833331913),http://www.mta.info/nyct/subway/index.html,B-D,
KINGSTON-THROOP,POINT (-73.94085899839129 40.67991933291405),http://www.mta.info/nyct/subway/index.html,C,
Kingston Ave,POINT (-73.94215978326203 40.66948178160432),http://www.mta.info/nyct/subway/index.html,3,
Knickerbocker,POINT (-73.91972000097114 40.698660334772896),http://www.mta.info/nyct/subway/index.html,M,
Kosciuszko St,POINT (-73.92850899856917 40.69317233423697),http://www.mta.info/nyct/subway/index.html,J,
Lafayette Ave,POINT (-73.97394599824162 40.686113333301115),http://www.mta.info/nyct/subway/index.html,C,
JAY ST-METROTEC,POINT (-73.98605667829878 40.69225572936931),http://www.mta.info/nyct/subway/index.html,R,
LEXINGTON-53 ST,POINT (-73.96907237417739 40.75746864157252),http://www.mta.info/nyct/subway/index.html,EM6,
59 ST,POINT (-73.96796700066442 40.76252633389173),http://www.mta.info/nyct/subway/index.html,456NQR,
LEXINGTON AVE,POINT (-73.9673750166445 40.762709188743855),http://www.mta.info/nyct/subway/index.html,NQR456,
LEXINGTON AVE,POINT (-73.96608964340214 40.764618428150776),http://www.mta.info/nyct/subway/index.html,F,
LIBERTY AVE,POINT (-73.89654800075247 40.67454233286892),http://www.mta.info/nyct/subway/index.html,C,
Livonia Ave,POINT (-73.90056237156317 40.664057604182275),http://www.mta.info/nyct/subway/index.html,L,
COURT SQ,POINT (-73.94381559557159 40.74630536706204),http://www.mta.info/nyct/subway/index.html,EMG,
Longwood Ave,POINT (-73.89643499864899 40.81610433364345),http://www.mta.info/nyct/subway/index.html,6,
Lorimer St,POINT (-73.95024800019331 40.7140723341722),http://www.mta.info/nyct/subway/index.html,LG,
Lorimer St,POINT (-73.94735499813589 40.70384433379361),http://www.mta.info/nyct/subway/index.html,J-M,
2 AVE,POINT (-73.98993799949149 40.7234019995008),http://www.mta.info/nyct/subway/index.html,F,
MARBLE HILL-225,POINT (-73.90983099891776 40.87456133275337),http://www.mta.info/nyct/subway/index.html,1,
Marcy Ave,POINT (-73.95783199999856 40.7083833336101),http://www.mta.info/nyct/subway/index.html,J-M-Z,
Metropolitan Av,POINT (-73.95142399956148 40.71277433427003),http://www.mta.info/nyct/subway/index.html,GL,
METS-WILLETS PT,POINT (-73.84562499786716 40.75462233245772),http://www.mta.info/nyct/subway/index.html,7,
METROPOLITAN AV,POINT (-73.88957722978766 40.71143163827924),http://www.mta.info/nyct/subway/index.html,M,
Middletown ROAD,POINT (-73.83632199732654 40.843863334673635),http://www.mta.info/nyct/subway/index.html,6,
Montrose Ave,POINT (-73.93979284651334 40.70739139725247),http://www.mta.info/nyct/subway/index.html,L,
Morgan Ave,POINT (-73.93314699998834 40.70615200009972),http://www.mta.info/nyct/subway/index.html,L,
Morris Park,POINT (-73.86049499998204 40.85436433270016),http://www.mta.info/nyct/subway/index.html,5,
Morrison AvE,POINT (-73.87451599884423 40.829521335098256),http://www.mta.info/nyct/subway/index.html,6,
MOSHOLU PARKWAY,POINT (-73.88465499988884 40.87975033296914),http://www.mta.info/nyct/subway/index.html,4,
Mt Eden Ave,POINT (-73.91468499864928 40.844434333833284),http://www.mta.info/nyct/subway/index.html,4,
Myrtle Ave,POINT (-73.91097571780219 40.69947139533809),http://www.mta.info/nyct/subway/index.html,LM,
Myrtle Ave,POINT (-73.93562300040674 40.69719533361235),http://www.mta.info/nyct/subway/index.html,J-M-Z,
MYRTLE-WILLOUGH,POINT (-73.94906699828155 40.69461933256742),http://www.mta.info/nyct/subway/index.html,G,
Nassau Av,POINT (-73.95118299979704 40.72448033118355),http://www.mta.info/nyct/subway/index.html,G,
NECK ROAD,POINT (-73.95507827446252 40.59532202457638),http://www.mta.info/nyct/subway/index.html,B-Q,
Neptune Ave,POINT (-73.97459272802236 40.58073909152164),http://www.mta.info/nyct/subway/index.html,F,
NEREID AVE,POINT (-73.85431530997917 40.898286849118136),http://www.mta.info/nyct/subway/index.html,2-5,
Nevins St,POINT (-73.98040679867199 40.68831091310594),http://www.mta.info/nyct/subway/index.html,2-3-4-5,
New Lots Ave,POINT (-73.8841107078647 40.666315265574426),http://www.mta.info/nyct/subway/index.html,3,
New Lots Ave,POINT (-73.89927796012282 40.65891510689037),http://www.mta.info/nyct/subway/index.html,L,
New Utrecht Ave,POINT (-73.99635300046697 40.624842000193794),http://www.mta.info/nyct/subway/index.html,ND,
NEWKIRK PLAZA,POINT (-73.96269486847974 40.63514227039474),http://www.mta.info/nyct/subway/index.html,B-Q,
Newkirk Ave,POINT (-73.9482999075323 40.63999157603046),http://www.mta.info/nyct/subway/index.html,2-5,
Northern Blvd,POINT (-73.90606508028196 40.75282516296223),http://www.mta.info/nyct/subway/index.html,MR,
NORWOOD-205 ST,POINT (-73.87885499849918 40.874811333682345),http://www.mta.info/nyct/subway/index.html,D,
Norwood Ave,POINT (-73.87962599833826 40.68152033389478),http://www.mta.info/nyct/subway/index.html,J-Z,
Nostrand Ave,POINT (-73.95042600048545 40.68043833310734),http://www.mta.info/nyct/subway/index.html,A-C,
Nostrand Ave,POINT (-73.95042624893824 40.66993848398767),http://www.mta.info/nyct/subway/index.html,3,
OCEAN PARKWAY,POINT (-73.9685010000048 40.5763120005781),http://www.mta.info/nyct/subway/index.html,Q,
LEFFERTS BLVD,POINT (-73.8257979983959 40.68595133199964),http://www.mta.info/nyct/subway/index.html,A,
PARK PLACE,POINT (-73.95762400033107 40.674771999887255),http://www.mta.info/nyct/subway/index.html,S,
PARK PLACE,POINT (-74.00881099987163 40.713051332200514),http://www.mta.info/nyct/subway/index.html,23ACE,
E 177 ST-PARKCH,POINT (-73.86081599995809 40.83322633218034),http://www.mta.info/nyct/subway/index.html,6,
Parkside Ave,POINT (-73.96145344000783 40.65507337471708),http://www.mta.info/nyct/subway/index.html,B-Q,
Parsons Blvd,POINT (-73.8032889987805 40.70757233327444),http://www.mta.info/nyct/subway/index.html,F,
Pelham Bay Park,POINT (-73.82812099995719 40.852462333145894),http://www.mta.info/nyct/subway/index.html,6,
ORCHARD BEACH,POINT (-73.82812099995719 40.852462333145894),,6,
PELHAM PARKWAY,POINT (-73.85535900005993 40.8589853329393),http://www.mta.info/nyct/subway/index.html,5,
PELHAM PARKWAY,POINT (-73.86748067761889 40.85719274250162),http://www.mta.info/nyct/subway/index.html,2-5,
Pennsylvania Av,POINT (-73.89488591124234 40.66471478435396),http://www.mta.info/nyct/subway/index.html,3,
President St,POINT (-73.95058920055888 40.667883936572196),http://www.mta.info/nyct/subway/index.html,2-5,
PRINCE ST-B'WAY,POINT (-73.99770200007194 40.72432899922576),http://www.mta.info/nyct/subway/index.html,N-R,
Prospect Ave,POINT (-73.9017777862438 40.81948759780675),http://www.mta.info/nyct/subway/index.html,2-5,
Prospect Ave,POINT (-73.99287200058961 40.665414000093335),http://www.mta.info/nyct/subway/index.html,R,
Prospect Park,POINT (-73.96203130451713 40.66163378817137),http://www.mta.info/nyct/subway/index.html,B-Q-S,
Queens Plaza,POINT (-73.937138239261 40.748918053128584),http://www.mta.info/nyct/subway/index.html,E-M-R,
QUEENSBORO PLZ,POINT (-73.94016353439743 40.75063598438094),http://www.mta.info/nyct/subway/index.html,7NQ,
Ralph Ave,POINT (-73.92078599919046 40.678822334523645),http://www.mta.info/nyct/subway/index.html,C,
Rector St,POINT (-74.01297456237413 40.70774508995048),http://www.mta.info/nyct/subway/index.html,R,
Rector St,POINT (-74.01378300080631 40.70751333304196),http://www.mta.info/nyct/subway/index.html,1,
Rockaway Ave,POINT (-73.91194599727318 40.67834033324111),http://www.mta.info/nyct/subway/index.html,C,
Rockaway Ave,POINT (-73.9089583356391 40.66261782103152),http://www.mta.info/nyct/subway/index.html,3,
Rockaway Blvd,POINT (-73.8438529971175 40.68042933335036),http://www.mta.info/nyct/subway/index.html,A,
ROCKAWAY PK 116,POINT (-73.83559008596322 40.58095619916644),http://www.mta.info/nyct/subway/index.html,A-S,
ROOSEVELT IS,POINT (-73.95323500002728 40.75917233330991),http://www.mta.info/nyct/subway/index.html,F,
Saratoga Ave,POINT (-73.91633024966043 40.66153012321424),http://www.mta.info/nyct/subway/index.html,3,
Seneca Ave,POINT (-73.9075819984298 40.70291933262727),http://www.mta.info/nyct/subway/index.html,M,
Sheepshead Bay,POINT (-73.95405791182218 40.58654788005143),http://www.mta.info/nyct/subway/index.html,B-Q,
Shepherd Ave,POINT (-73.88074999710298 40.67413033485932),http://www.mta.info/nyct/subway/index.html,C,
Simpson St,POINT (-73.89306639471833 40.82397717486102),http://www.mta.info/nyct/subway/index.html,2-5,
SMITH-9 ST,POINT (-73.99589172757463 40.673641394609135),http://www.mta.info/nyct/subway/index.html,F-G,
South Ferry,POINT (-74.01316895983936 40.70173084095291),http://www.mta.info/nyct/subway/index.html,1R,
Spring St,POINT (-74.00373899872902 40.7262273349522),http://www.mta.info/nyct/subway/index.html,CE,
Spring St,POINT (-73.99714099950617 40.72230133331719),http://www.mta.info/nyct/subway/index.html,6,
St Lawrence Ave,POINT (-73.86761799826303 40.83150933406975),http://www.mta.info/nyct/subway/index.html,6,
Steinway St,POINT (-73.92052647104094 40.756987692724486),http://www.mta.info/nyct/subway/index.html,MR,
Sterling St,POINT (-73.95072891150406 40.66277332699014),http://www.mta.info/nyct/subway/index.html,2-5,
Sutphin Blvd,POINT (-73.81083299827169 40.70541833253),http://www.mta.info/nyct/subway/index.html,F,
Sutphin Blvd,POINT (-73.80800471916443 40.70038275752361),http://www.mta.info/nyct/subway/index.html,E-J-Z,
Sutter Ave,POINT (-73.90191599959435 40.66914533375269),http://www.mta.info/nyct/subway/index.html,L,
SUTTER AVE,POINT (-73.92252118506703 40.664767122207614),http://www.mta.info/nyct/subway/index.html,3,
Times Sq - 42nd St,POINT (-73.9862289999369 40.755983333482924),http://www.mta.info/nyct/subway/index.html,S,
Times Sq - 42nd St,POINT (-73.986768002027 40.754612332230856),http://www.mta.info/nyct/subway/index.html,N-Q-R,
Times Sq - 42nd St,POINT (-73.98769099766001 40.75547733499068),http://www.mta.info/nyct/subway/index.html,7-7 Express,
42 ST-TIMES SQ,POINT (-73.98749500043364 40.75529033316711),http://www.mta.info/nyct/subway/index.html,1237ACENQRS,
Tremont Ave,POINT (-73.90522700088017 40.85041033318809),http://www.mta.info/nyct/subway/index.html,B-D,
Union Sq - 14th St,POINT (-73.98995099886989 40.734673334561),http://www.mta.info/nyct/subway/index.html,4-5-6-6 Express,
14 ST-UNION SQ,POINT (-73.9905388616843 40.73587260060109),http://www.mta.info/nyct/subway/index.html,456LNQR,
Union Sq - 14th St,POINT (-73.99066976943084 40.73476364552659),http://www.mta.info/nyct/subway/index.html,L,
Union St,POINT (-73.98310999931782 40.67731600045995),http://www.mta.info/nyct/subway/index.html,R,
Utica Ave,POINT (-73.93072899845322 40.67936433301651),http://www.mta.info/nyct/subway/index.html,A-C,
242 ST,POINT (-73.89858299979814 40.88924833345021),http://www.mta.info/nyct/subway/index.html,1,
Van Siclen Ave,POINT (-73.88940491629894 40.66551829666946),http://www.mta.info/nyct/subway/index.html,3,
Van Siclen Ave,POINT (-73.89035799977019 40.67271033212401),http://www.mta.info/nyct/subway/index.html,C,
Van Siclen Ave,POINT (-73.89165772599068 40.67802854813373),http://www.mta.info/nyct/subway/index.html,J-Z,
VERNON/JACKSON,POINT (-73.95358099882006 40.74262633257131),http://www.mta.info/nyct/subway/index.html,7,
W 4 ST-WASH SQ,POINT (-74.00030814706824 40.73225482650675),http://www.mta.info/nyct/subway/index.html,ABCDEFM,
W 4th St - Washington Sq (Upper),POINT (-74.00049500225549 40.73233833138155),http://www.mta.info/nyct/subway/index.html,A-C-E,
W 8 ST-AQUARIUM,POINT (-73.97595787404076 40.57603415120005),http://www.mta.info/nyct/subway/index.html,F-Q,
WAKEFIELD-241,POINT (-73.85061999835273 40.90312533408352),http://www.mta.info/nyct/subway/index.html,2,
Wall St,POINT (-74.01186199920538 40.707557334362484),http://www.mta.info/nyct/subway/index.html,4-5,
Wall St,POINT (-74.00909999899459 40.70682133279038),http://www.mta.info/nyct/subway/index.html,2-3,
E TREMONT AVE,POINT (-73.87996127809559 40.84020796544077),http://www.mta.info/nyct/subway/index.html,2-5,
WESTCHESTER SQ,POINT (-73.84295199835405 40.839892334397746),http://www.mta.info/nyct/subway/index.html,6,
Whitehall St,POINT (-74.01300723736433 40.70314270735986),http://www.mta.info/nyct/subway/index.html,R1,
Whitlock Ave,POINT (-73.88628299832433 40.82652533380191),http://www.mta.info/nyct/subway/index.html,6,
Wilson Ave,POINT (-73.90395860493146 40.68886687533081),http://www.mta.info/nyct/subway/index.html,L,
Winthrop St,POINT (-73.9500793454169 40.65665964750449),http://www.mta.info/nyct/subway/index.html,2-5,
Woodhaven Blvd,POINT (-73.85205199698804 40.69370433254967),http://www.mta.info/nyct/subway/index.html,J-Z,
Woodhaven Blvd,POINT (-73.86943208499206 40.73309770715039),http://www.mta.info/nyct/subway/index.html,MR,
WOODLAWN ROAD,POINT (-73.87875099890881 40.88603733314497),http://www.mta.info/nyct/subway/index.html,4,
61 ST/WOODSIDE,POINT (-73.90298400085238 40.74563033401391),http://www.mta.info/nyct/subway/index.html,7,
WORLD TRADE CTR,POINT (-74.00974461478488 40.71256426010712),http://www.mta.info/nyct/subway/index.html,ACE23,
Wyckoff Ave,POINT (-73.91217899875637 40.699454334648586),http://www.mta.info/nyct/subway/index.html,M,
York St,POINT (-73.98688499982453 40.69974300092185),http://www.mta.info/nyct/subway/index.html,F,
Zerega Ave,POINT (-73.84703599804547 40.83648833366287),http://www.mta.info/nyct/subway/index.html,6,